84812|FD27BB8095|435
84812|096E96F6F8|115
84812|28A3031AD6|70
84812|7F79CDB0F4|63
84812|222DBD580A|52
84812|BF52A5D610|49
84812|1073F6DF5D|47
84812|0F2624D054|42
84812|4552E611A2|41
84812|B46C074694|36
84812|5352AAC777|31
84812|CA1CCEBBCC|29
84812|56A19942B7|27
84812|5BF9FF96DF|26
84812|3A1302C2FE|24
84812|E2A6E2C2A9|24
84812|29A04E9BEC|23
84812|FFDEEBB879|22
84812|08E971DAD4|22
84812|8FDC183EE5|22
84812|CC730168B4|22
84812|827CD5593C|20
84812|8EC333E064|19
84812|069F1C72A4|19
84812|0E20056C58|18
84812|7A7A45D3FD|18
84812|0EDA863F2E|17
84812|E20B20985E|17
84812|388B244F4F|17
84812|5BFCF481E6|17
84812|9207067734|16
84812|C0E354B3F7|16
84812|9C013B69E5|16
84812|D914A9AA17|15
84812|391263B609|15
84812|A6157E405D|15
84812|710445A3AD|15
84812|3CD42BDD53|15
84812|992D378316|15
84812|79C1C71789|15
84812|6FD44D1D57|15
84812|CC07660F5A|14
84812|82046E7769|14
84812|96AF92F651|14
84812|EA31D63E6E|14
84812|D4C7A02074|14
84812|49F167E955|14
84812|4EEB996014|14
84812|1915101082|14
84812|74252846A2|13
84812|C7B6F64959|13
84812|C424F85C61|13
84812|54A5809D56|13
84812|9FF36F44A2|13
84812|420BB8CC94|13
84812|1985E3B5C3|13
84812|DAF5AD7885|13
84812|82CFD01E29|12
84812|7A830981C3|12
84812|7F6233E05B|12
84812|C873B42300|12
84812|D40A77FFB8|12
84812|3392E0B60A|12
84812|0083F6FBC1|12
84812|B1CFD8D680|12
84812|F3F1FCFB9C|12
84812|F5D80273E9|12
84812|2673853AD5|12
84812|0DD5E14B21|12
84812|EE5E6511F7|12
84812|81DDCB51F1|11
84812|1B82171B14|11
84812|D607CF8CED|11
84812|542BB44423|11
84812|D4C67A464B|11
84812|7B133B3FE9|11
84812|20B34B2789|11
84812|D19709366E|11
84812|584026A52A|11
84812|0BE47B554E|11
84812|D24707E9CA|11
84812|0CAF44B4C1|10
84812|3F09A18431|10
84812|9BDA77E6BF|10
84812|97DBA7B70A|10
84812|9796168494|10
84812|0D1502DC5B|10
84812|F6BA675535|10
84812|E36B59D238|10
84812|DED569A482|10
84812|5B701807A4|10
84812|22408BF8F7|10
84812|7E6413923B|10
84812|4F40117B5F|10
84812|4FDCDA79AA|10
84812|58373BDF84|10
84812|F75C97808A|10
84812|38AC9F1F84|9
84812|D7F6D8FE25|9
84812|1894F0EF0B|9
