05031|8D60DCE9B6|332
05031|E9E4339F53|209
05031|C63DF2D5BA|101
05031|BAEB404EE6|83
05031|72093D03D4|78
05031|D69EAF8739|77
05031|255394B5D9|60
05031|299EA20198|56
05031|0E49C52673|55
05031|2E7D6FD6EF|55
05031|27566F4E54|54
05031|D6E12D7D99|54
05031|B4424A22AF|54
05031|89FE4CE40D|53
05031|EA0A9C4D1B|51
05031|A9D74783FE|51
05031|3C86110E83|50
05031|69986DAC70|46
05031|30D7EB24D5|44
05031|32B046F08C|44
05031|EE5E6511F7|44
05031|711CCC9094|40
05031|54C119533D|39
05031|01A1EAE19A|36
05031|982F6626FC|36
05031|B12CA9ADF5|36
05031|9803979470|35
05031|9BE3657B48|35
05031|9E8A771FB8|34
05031|24D27560E0|34
05031|58373BDF84|34
05031|BD10720CBA|33
05031|3CD42BDD53|32
05031|E47E57D2E4|32
05031|F4F7ADA697|32
05031|74F3B12EEA|31
05031|60A4B9CBAD|31
05031|A872247F08|30
05031|EA7DDA7550|29
05031|A4DF03E731|29
05031|E0BC72EAE2|27
05031|78047B442A|27
05031|C95AEC427C|27
05031|34E32D45CE|27
05031|62FA82161F|26
05031|CBA49C0630|26
05031|DAF5678753|26
05031|9E1438F0B4|26
05031|4650DDDA7D|26
05031|ACC2E0C8C0|26
05031|CACCE8C4A1|25
05031|B1FE6FA302|24
05031|76FDC684C5|24
05031|8C68B59C37|24
05031|44F6A3D8DA|24
05031|0B34028D29|24
05031|972E1843B1|24
05031|C8F90F8A7E|24
05031|E31E0AF84F|24
05031|0DECCE7B57|24
05031|4C218C3FE8|23
05031|62CFD7B4DF|23
05031|F194416ECA|23
05031|A3B5CA47FC|23
05031|CD5C09F62A|23
05031|5C83437D9D|23
05031|59B97139C2|22
05031|A37D1CDB55|22
05031|30A3F834D4|22
05031|99ED0151B5|22
05031|BCAC667719|22
05031|2B1477D851|22
05031|CC604BDD6A|21
05031|9440063DC8|21
05031|DEE8CED9B6|21
05031|065FDDD5DF|21
05031|0B37B89889|21
05031|2DFE000DF7|21
05031|82046E7769|21
05031|BE55B92819|20
05031|C22DC3D4FF|20
05031|1F67F56F80|20
05031|474026C1B4|20
05031|EA6405B348|20
05031|7804A50B55|20
05031|9B0E2C646B|20
05031|181601A3D1|20
05031|2A25FC1891|20
05031|1568F39F90|19
05031|6722586A02|19
05031|DA1B2E890C|19
05031|03A522EC13|19
05031|110D3ED365|19
05031|3CADAB12D8|19
05031|A5E0946B7D|19
05031|1D7E27D01D|19
05031|04C1716DBF|19
05031|4D22D0E3FE|19
05031|BB6A216A07|19
05031|633621D295|18
