3409|951CF7DC78|634
3409||429
3409|AED8DA0F93|414
3409|A03853C217|329
3409|0129F49447|308
3409|C889623278|278
3409|525B4556D1|252
3409|174717C0A2|248
3409|B9433080C9|237
3409|81D966D6EC|233
3409|12FFAC2573|222
3409|9494470974|209
3409|4EC4F33E9B|207
3409|B580E681DE|174
3409|3AE1B33E6F|170
3409|6DF1EC5E22|163
3409|1AE61D905A|152
3409|D5AC38C674|140
3409|27AC034B4C|125
3409|3C765817D8|120
3409|58BF68ADF2|118
3409|561B506ECD|112
3409|8857C0A6DA|107
3409|7028262245|102
3409|6BD10A8A09|98
3409|76C9474C06|97
3409|D27E955E66|93
3409|3CD42BDD53|89
3409|858E7CFAA7|87
3409|BAEB404EE6|84
3409|4B3DDC5D10|83
3409|8C3E7D9A6D|82
3409|B7F76B6871|82
3409|8E504FA830|82
3409|CD9CC57F7F|80
3409|58DD600A77|78
3409|7430FBDC1C|77
3409|561252696D|76
3409|02B882D734|76
3409|AA34F79230|75
3409|A537B6ACD4|74
3409|7C094CE394|74
3409|C22DC3D4FF|74
3409|9981200416|73
3409|2174D21B2D|73
3409|A3EACC17C8|69
3409|F5AC2F8EF1|69
3409|911A4BAB78|68
3409|85E0026A80|67
3409|7078F09F68|66
3409|49524DECD4|66
3409|2C9E4C2C12|66
3409|F5580C2C9D|65
3409|E31E0AF84F|65
3409|29FFB81D9B|65
3409|25561B13AA|64
3409|C191751693|64
3409|5CB5899305|63
3409|E36D35661B|63
3409|2393592EC2|62
3409|DF260242ED|62
3409|D36EB506E9|61
3409|C3E3ABB451|60
3409|58373BDF84|59
3409|A6969FF78E|58
3409|FB205A2022|58
3409|AC4C94415B|58
3409|D15BE185FD|57
3409|475F19852A|57
3409|2A25FC1891|57
3409|35529E49C5|56
3409|52B2BD8B66|56
3409|894C1FB4AF|55
3409|9EF465A562|54
3409|8308179F53|54
3409|92B6FCA35A|53
3409|94DCEA9C21|52
3409|3F179BC272|52
3409|C25CC2EAE8|52
3409|A2ADA26553|52
3409|455DB12648|51
3409|4A74DEACBD|50
3409|C7DED5584E|50
3409|2FABFD8C1C|49
3409|F218B07ED6|49
3409|9FBECBFF91|49
3409|69B0A666FF|49
3409|BC7A94E404|49
3409|74F1BBA859|48
3409|5E80404977|48
3409|8422BD7490|48
3409|7826968359|47
3409|972E1843B1|47
3409|AE06DF97EF|47
3409|EFBE3BB4A4|46
3409|66540E2ABE|46
3409|CCAF8EE07A|46
3409|103B4FB166|45
3409|0FB4A6148E|45
3409|52303AD7E5|45
